source,line,alarm_key,message,classification,alarm_occurrences,alarm_occurrences_linked_to_stop,alarm_occurrence_stop_association_pct,attributed_zone_stops,attributed_zone_stop_minutes,average_zone_stop_minutes,same_zone_pct,average_alarm_to_stop_seconds,average_confidence_score
3GT,TAM07,P3_608CL_ERR_1,Z6  : 608CL Fail to extend (Chuck rotation),UNCLASSIFIED,24,3,12.5,5,61,12.2,60,118.86,1.6
3GT,TAM22,L22_P1_0450PRS.Alarm1,Z04A : 450PRS Sensor fail to be off,UNCLASSIFIED,5,1,20,5,61,12.2,0,118.9,1
FLEX,TAM28,[00G3_K022]Program:EM0564_Foil_Feed_Die_Cut.ALMD_T001SVP_Driver_Fault,EM0564 T001SVP Foil Feed  #2 Driver fault,STOP_ALARM_CANDIDATE,76,3,3.947,5,61,12.2,0,44.01,2
3GT,TAM06,301_PRS_FAIL,Z3: 301 PRS FAIL,LONG_DURATION,31,1,3.226,4,61,15.25,25,-8.29,1.25
3GT,TAM17,P2_522PHS_OF_ER,Z5B : 522PHS still ON,UNCLASSIFIED,58,1,1.724,4,61,15.25,25,161.15,1.25
3GT,TAM20,P0_200CL_ERR_2,Z2A : 200CL Fail to RETRACT (Robot hand),LONG_DURATION,65,2,3.077,4,61,15.25,0,61.75,1
3GT,TAM01,P2_564CL_ERR_2,Z5B : 564CL Fail to retract (Foil long),UNCLASSIFIED,64,2,3.125,3,61,20.33,33.33,126.18,1.33
3GT,TAM22,L22_P4_1011PHS.Alarm1,Z10 : 1011PHS Empty-tray conveyor  is empty,UNCLASSIFIED,31,1,3.226,3,61,20.33,0,35.14,1
3GT,TAM22,L22_P6_Z04C_Alarm.send_grd_open,Z04C : Send conveyor guard opened,DOOR_OR_GUARD|POSSIBLE_OPERATOR_ACCESS_LEGACY|STOP_ALARM_CANDIDATE,12,3,25,3,61,20.33,0,173.99,2.33
FLEX,TAM24,[00G3_K002]Program:EM0336_Return_Buffer_Inlet.ALMD_T001SVP_Driver_Fault,EM0336 T001SVP Pallet Return Pusher Driver fault,STOP_ALARM_CANDIDATE,34,2,5.882,3,61,20.33,0,259.96,2
FLEX,TAM30,[00G3_K042]Program:UN02_Standard.ALMD_02G6_B021GLS,Z02 Under Guard Door Open =02G6_B021GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,13,1,7.692,3,61,20.33,0,27.38,3
3GT,TAM06,P0_211MTR_FAULT_1,Z2B : 211MTR-1 fault monomer dosing,UNCLASSIFIED,13,2,15.385,2,61,30.5,50,94.41,1.5
FLEX,TAM24,[00G3_K042]Program:UN10_Standard.ALMD_10G6_B501GLS,Z10 Guard Door Open =10G6_B501GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,433,1,0.231,1,61,61,0,-24.04,2
FLEX,TAM31,[00G3_K042]Program:UN01_Standard.ALMD_Connection_Error_to_K01002,Zone01 K01042 Lost Connection to K01002,LONG_DURATION,1,1,100,1,61,61,100,91.37,2
3GT,TAM22,L22_P3_Z05B_Alarm.Clean_HeatSealDies,Z05B : Cleaning  For Heat Seal Dies,LONG_DURATION,29,6,20.69,7,60,8.57,28.57,-14.79,1.29
FLEX,TAM29,[00G3_K042]Program:UN02_Standard.ALMD_02G6_B014GLS,Z02 Guard Door Open =02G6_B014GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,15,2,13.333,7,60,8.57,14.29,112.44,2.57
3GT,TAM02,P2_511SRV_ERR_5,Z5B : 511SRV Over drive     (Puck Xfer),UNCLASSIFIED,39,3,7.692,6,60,10,50,29.73,1.5
3GT,TAM17,P1_431PRS_FAIL,Z4  : 431PRS Sensor fail,ROOT_CAUSE_CANDIDATE,89,6,6.742,6,60,10,83.33,52.16,2.83
FLEX,TAM26,[00G3_K042]Program:UN05_Standard.ALMD_05G6_B001GLS,Z05 Guard Door Open =05G6_B001GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,276,6,2.174,6,60,10,100,10.88,3
3GT,TAM10,P0_12IDC_FAULT,PLC0: IDC to 210 disconnect,UNCLASSIFIED,94,3,3.191,5,60,12,0,75.14,1
3GT,TAM23,L23_P4_Z08_Alarm.Ctn_Jam_Elev,"Z08 : 857,858PHS Carton jam carton elevator",STOP_ALARM_CANDIDATE,17,3,17.647,5,60,12,0,72.97,2
FLEX,TAM26,[00G3_K042]Program:UN05_Standard.ALMD_05G6_B012GLS,Z05 Under Guard Door Open =05G6_B012GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,44,5,11.364,5,60,12,60,40.72,3
FLEX,TAM29,[00G3_K042]Program:UN06_Standard.ALMD_06G6_B504GLS,Z06 Guard Door Open =06G4_B504GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,16,3,18.75,5,60,12,40,32.16,3
3GT,TAM10,P8_1003PHS_MISS,Z10 : 1003PHS Carton missing (Check jam or sensor),STOP_ALARM_CANDIDATE,2,1,50,3,60,20,0,174.07,2
FLEX,TAM31,[00G3_K502]Program:EM0801_Stray_Conveyor.ALMD_MainteDoorOpen,Maintenace Door Opened - Unloader side,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,20,1,5,3,60,20,0,219.87,2
FLEX,TAM31,[00G3_K502]Program:EM1063_Case_Insert.ALMD_B501PS_OffFail,EM1063 B501PS OffFail,ROOT_CAUSE_CANDIDATE,67,1,1.493,3,60,20,0,-47.5,1
3GT,TAM01,P1_4221CL_ERR_2,Z4  : 422CL-1 Fail to RETRACT(FC xfer X1),UNCLASSIFIED,71,2,2.817,2,60,30,50,188.89,1.5
3GT,TAM05,P3_hotmelt_alm,Z8 : Hot melt controller fault,UNCLASSIFIED,11,1,9.091,1,60,60,0,46.17,1
3GT,TAM10,P3_CM5_OCV_FAIL,Z8: Camera #3- 3 consecutive OCV failure,UNCLASSIFIED,193,4,2.073,9,59,6.56,0,88.97,1
3GT,TAM18,P6_OVER_SE_PEL,Z4B : Sump PEL over entry level during door open,DOOR_OR_GUARD|POSSIBLE_OPERATOR_ACCESS_LEGACY|STOP_ALARM_CANDIDATE,2,2,100,7,59,8.43,14.29,111.92,2.71
3GT,TAM21,L21_P1_Z01_Warning.FCA1_Mold_NoChip,Z01 : FCA1 Mold No Chip,WARNING,62,2,3.226,5,59,11.8,0,28.68,1
FLEX,TAM31,[00G3_K022]Program:EM0510_Lens_Transfer.ALMD_EM00G7_M005SV_Not_Ready,EM0510 Zone3B/5B M005SV Air Not Ready,STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,186,3,1.613,5,59,11.8,100,63.67,3
3GT,TAM01,P1_SHINGLE_DET4,Z4  : FC shingle detect at 411PHS_4,UNCLASSIFIED,65,4,6.154,4,59,14.75,0,9.42,1
3GT,TAM01,P1_4282CL_ERR_1,Z4  : 428CL-2 Fail to EXTEND (Esc line Entr),UNCLASSIFIED,6,1,16.667,4,59,14.75,0,53.8,1
3GT,TAM17,P3_1015PHS_MISS,Z10 : 1015PHS Empty-tray jam/sensor fail (Missing),STOP_ALARM_CANDIDATE,50,1,2,4,59,14.75,0,172.92,2
3GT,TAM01,P3_CM5_OCV_FAIL,Z8: Camera #3- 3 consecutive OCV failure,CASCADE_SYMPTOM_CANDIDATE,393,2,0.509,3,59,19.67,0,42.76,1
3GT,TAM22,L22_P3_0586CL_02.stat.Fte,P3_0586CL_02 Fail to Extend,UNCLASSIFIED,23,1,4.348,3,59,19.67,0,109.44,1
3GT,TAM09,P2_533CL_ERR_2,Z5AB: 533CL Fail to retract (Rtrn buffer out),UNCLASSIFIED,3,1,33.333,1,59,59,100,59.27,2
3GT,TAM10,P1_310PRS_FAIL,Z3  : 310PRS Sensor fail,LONG_DURATION,11,1,9.091,1,59,59,0,-28.77,1
FLEX,TAM29,[09G3_K022]Program:UN09_Standard.ALMD_09G6_B002GLS,Z09 Guard Door Open =09G6_B002GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,371,1,0.27,1,59,59,0,-41.52,2
3GT,TAM01,P3_1017PHS_MISS,Z10 : 1017PHS Empty-tray jam/sensor fail (Missing),STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,196,4,2.041,7,58,8.29,0,22.81,2
3GT,TAM22,L22_P4_1018PHS.Alarm1,Z10 : 1018PHS Empty-tray jam/sensor fail (Missing),STOP_ALARM_CANDIDATE,55,3,5.455,5,58,11.6,0,90.11,2
FLEX,TAM28,[00G3_K022]Program:EM0522_Good_Robot.ALMD_K001CTL_RobGB_Vac_Err,EM0522 Good Robot :Vacuum Error,ROOT_CAUSE_CANDIDATE,969,3,0.31,5,58,11.6,0,174.83,1.2
FLEX,TAM31,[00G3_K042]Program:UN02_Standard.ALMD_02G6_B013GLS,Z02 Guard Door Open =02G6_B013GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,15,2,13.333,5,58,11.6,20,39.13,2.6
3GT,TAM07,P2_PP_Sample_Flag,Z5A: PP Sample Requested,UNCLASSIFIED,79,2,2.532,4,58,14.5,0,-7.19,1
3GT,TAM01,P6_ALM1_I_DRAIN,Z4B : Tower#2 drain high high level         (L1),LONG_DURATION,32,2,6.25,3,58,19.33,66.67,18.88,1.67
3GT,TAM01,BC_Returnpallet_Sequence,Z2B: BC Loop: Excess Pallets Detected.,UNCLASSIFIED,29,1,3.448,2,58,29,0,-15.81,1
3GT,TAM17,P1_31PS_ERROR,Z3-4: 31PS Air pressure low,LONG_DURATION,51,1,1.961,2,58,29,100,190.54,2
3GT,TAM21,L21_P3_0521PHS.Alarm1,Z05B : 521PHS still on,CASCADE_SYMPTOM_CANDIDATE,163,2,1.227,2,58,29,100,67.59,1.5
FLEX,TAM27,[00G3_K022]Program:EM0562_Foil_Feed_Laser_Marker.ALMD_FIFE_Not_OK,EM0562 K003CR FIFE not ready,STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,1036,2,0.193,2,58,29,0,118.89,2
3GT,TAM21,L21_P3_0516SRV.Over_Travel_Neg,P3_0516SRV Negative Over Travel,UNCLASSIFIED,18,1,5.556,1,58,58,0,67.1,1
3GT,TAM09,P8_1000PHSUKNOW,Z10 : 1000PHS Carton jam (Remove carton),STOP_ALARM_CANDIDATE,35,4,11.429,7,57,8.14,0,22.35,2
3GT,TAM05,P1_417CL_ERR_2,Z4  : 417CL Fail to RETRACT (Ret cv lane2U/D),UNCLASSIFIED,38,3,7.895,6,57,9.5,0,58.62,1
3GT,TAM22,L22_P1_0210CL.stat.Ftr,P1_0210CL Fail to Retract,UNCLASSIFIED,17,3,17.647,5,57,11.4,0,15.25,1
3GT,TAM05,P2_574CL_ERR_1,Z5AB : 574CL Fail To extend  (Rtrn buff out),LONG_DURATION,2,1,50,4,57,14.25,0,91.61,1
3GT,TAM06,P6_4006CL_ERR_1,Z4B : 4006CL Fail to Extend,ROOT_CAUSE_CANDIDATE,53,3,5.66,4,57,14.25,25,110.71,2
3GT,TAM22,L22_P1_0217SRV.Driver_Fault,P1_0217SRV Driver Axis Fault,UNCLASSIFIED,9,2,22.222,4,57,14.25,0,44.37,1
FLEX,TAM25,[00G3_K002]Program:EM0280_Cure_Unload.ALMD_T001SVP_Driver_Fault,EM0280 T001SVP Cure Exit Pusher Driver fault,STOP_ALARM_CANDIDATE,14,3,21.429,4,57,14.25,0,43.57,2
3GT,TAM18,P0_Z2B_RMV_ACK,Z2B : Pallet Location error(see Remove Ack.(Z2)),UNCLASSIFIED,61,2,3.279,3,57,19,0,170.41,1
3GT,TAM10,P1_570CL_ERR_1,Z4  : 570CL Fail to EXTEND  (Stage pusher),UNCLASSIFIED,3,1,33.333,2,57,28.5,50,131.19,1.5
3GT,TAM20,P2_SLIP_PUCK,Z5B : Reject WB. outlet puck slipped(548PRS),UNCLASSIFIED,4,1,25,2,57,28.5,0,94.77,1
3GT,TAM23,L23_P4_1018PHS.Alarm2,Z10 : 1018PHS Empty-tray jam/sensor fail (Remain),STOP_ALARM_CANDIDATE,5,1,20,1,57,57,0,-51.83,2
3GT,TAM18,P6_4007PRSFAIL1,Z4B : 4007PRS fail to be ON,UNCLASSIFIED,21,2,9.524,8,56,7,12.5,42.92,1.12
FLEX,TAM31,[00G3_K042]Program:UN10_Standard.ALMD_10G6_B507GLS,Z10 Guard Door Open =10G6_B507GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,283,3,1.06,8,56,7,0,129.71,2
3GT,TAM22,L22_ST_Z07_Alarms.UDjam,Unload Door Jam,DOOR_OR_GUARD|STOP_ALARM_CANDIDATE,62,6,9.677,7,56,8,0,95.92,2
3GT,TAM01,P0_233CL_ERR_2,Z2B : 233CL Fail to RETRACT (Prec out U/D),UNCLASSIFIED,5,1,20,5,56,11.2,20,18.48,1.2
3GT,TAM18,P2_STICK_DI_REM,Z5B : DI removal sticking (549PHS),ROOT_CAUSE_CANDIDATE,96,3,3.125,5,56,11.2,20,83.09,1.6
3GT,TAM21,L21_P1_Z02B_Alarm.Cure_Lamp_Fail1,"Z02B : Cure Lamp Fail (2DS, Lamp1/2)",UNCLASSIFIED,9,2,22.222,5,56,11.2,20,69.16,1.2
FLEX,TAM31,[00G3_K003]Program:EM0332_FC_Transfer.ALMD_K001CTL_Error,EM0332 FC Transfer Robot Error: Error,ROOT_CAUSE_CANDIDATE,72,2,2.778,5,56,11.2,0,123.89,1.2
3GT,TAM10,P0_210CL_ERR_2,Z2B : 210CL Fail to RETRACT (Push to sampl),UNCLASSIFIED,126,3,2.381,4,56,14,0,85.58,1
3GT,TAM01,P1_414CL_ERR_1,Z4  : 414CL Fail to EXTEND  (Plt push@Ret in),UNCLASSIFIED,5,1,20,3,56,18.67,33.33,130.99,1.33
3GT,TAM07,P3_807PHS5_MISS,Z8  : 807PHS-5 Array missing (Check jam or sensor),STOP_ALARM_CANDIDATE,74,3,4.054,3,56,18.67,0,136.83,2
3GT,TAM05,P2_566CL_ERR_2,Z5B : 566CL Fail to retract (Lens xfer),UNCLASSIFIED,4,1,25,2,56,28,0,147.53,1
3GT,TAM07,P2_52PS_ERROR_Z6,Z5B6: 52PS Air pressure low (Zone5B/6),LONG_DURATION,13,2,15.385,2,56,28,100,71.38,2
FLEX,TAM24,[00G3_K002]Program:EM0300_Zone_A.ALMD_IncompleteCycleStop,EM0300 Z03A Incomplete cycle stop,STOP_ALARM_CANDIDATE,3,1,33.333,2,56,28,100,69.17,3
FLEX,TAM25,[00G3_K022]Program:EM0901_PP_IMM_Xfer.ALMD_0092PBL_Actuated,EM0901 0092PBL Zone Stop,STOP_ALARM_CANDIDATE|LONG_DURATION,20,1,5,2,56,28,0,-18.31,2
3GT,TAM01,P2_563CL_ERR_2,Z5B : 563CL Fail to retract (Foil short),LONG_DURATION,16,1,6.25,1,56,56,100,149.81,2
3GT,TAM22,L22_P3_HeatSeal_Clean.HMI02,"Heat Seal Stroke Count = 10261, Did you Clean Heat Seat Dies ?: Heat Seal Sensor Status = OFF~Minimum time remaining to clean ~Heat",UNCLASSIFIED,29,1,3.448,1,56,56,0,13.22,1
3GT,TAM06,P3_605CL_ERR_1,Z6  : 605CL Fail to extend (Array side guide),ROOT_CAUSE_CANDIDATE,63,3,4.762,8,55,6.88,25,47.1,2.25
FLEX,TAM24,[00G3_K042]Program:UN03_Standard.ALMD_03G6_B002GLS,Z03 Guard Door Open =03G6_B002GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,15,4,26.667,8,55,6.88,100,230.17,3
3GT,TAM06,P7_Foil_Break_Alarm,Z5B4 : Check for Foil Break or Jam,STOP_ALARM_CANDIDATE,17,2,11.765,6,55,9.17,0,59.69,2
3GT,TAM01,P2_511SRV_ERR_5,Z5B : 511SRV Over drive     (Puck Xfer),UNCLASSIFIED,14,3,21.429,5,55,11,40,73.98,1.4
FLEX,TAM29,[00G3_K022]Program:EM0500_Zone_C.ALMD_IncompleteCycleStop,EM0500 Zone5C Incomplete cycle stop,STOP_ALARM_CANDIDATE,57,4,7.018,5,55,11,80,49.71,2.8
FLEX,TAM30,[00G3_K502]Program:EM1023_Carton_Laser.ALMD_K501CTL_LaserNotReady,Domino Laser Printer not ready,STOP_ALARM_CANDIDATE,16,2,12.5,5,55,11,0,115.96,2
3GT,TAM02,P6_4102SV_ERR_1,Z04B: 4102SV Diverter Valve Failed to Open,UNCLASSIFIED,90,3,3.333,4,55,13.75,0,38.63,1
3GT,TAM10,P6_4000SRV_ERR_3,Z4B : 4000SRV Parameter error,UNCLASSIFIED,9,3,33.333,4,55,13.75,25,85.37,1.25
3GT,TAM18,P6_SEND_GRD_OPN,Z4B : Send conveyor guard cover opened,DOOR_OR_GUARD|POSSIBLE_OPERATOR_ACCESS_LEGACY|STOP_ALARM_CANDIDATE|LONG_DURATION,5,2,40,4,55,13.75,25,14.09,2.75
3GT,TAM18,P3_1002BCR_NR,Z10 : 1002BCR No read failure (Case ID),UNCLASSIFIED,61,3,4.918,4,55,13.75,0,113.25,1
3GT,TAM17,P0_LOT_MISMATCH,Z2A : Mold information mismatch (middle of lot),LONG_DURATION,67,2,2.985,2,55,27.5,100,59.63,2
3GT,TAM22,L22_P3_0510SRV.Over_Travel_Neg,P3_0510SRV Negative Over Travel,UNCLASSIFIED,8,1,12.5,2,55,27.5,0,106.24,1
3GT,TAM23,L23_P4_0853PHS.Alarm3,Z08 : 853PHS unknown carton detected. Remove Carton.,UNCLASSIFIED,19,1,5.263,2,55,27.5,0,32.94,1
3GT,TAM01,P3_ELEV_POS_ERR,Z8  : 860PRS Elevator position is not correct,UNCLASSIFIED,97,1,1.031,1,55,55,0,3.86,1
3GT,TAM10,P7_PULL_CODE,PLC7: Emergency stop pull cord pulled,STOP_ALARM_CANDIDATE,3,1,33.333,1,55,55,100,70.85,3
3GT,TAM23,L23_P4_0801SRV.Not_Enable,P4_0801SRV Not Enable,UNCLASSIFIED,1,1,100,1,55,55,0,272.16,1
3GT,TAM05,P6_G_RunAlm_P1CommDown,PLC6: Communication Error between PLC1 & PLC6,CONFIRMED_RUN_ALARM_BY_NAME|STOP_ALARM_CANDIDATE,8,2,25,6,54,9,16.67,89.53,1.17
3GT,TAM23,L23_P4_Z10_Alarm.NoRead_1002BCR,Z10 : 1002BCR no read failure(Case ID),ROOT_CAUSE_CANDIDATE,49,3,6.122,5,54,10.8,0,25.1,1.8
FLEX,TAM28,[00G3_K022]Program:EM0558_Foil_Reel.ALMD_05G6_B009GLS_Opened,EM0558 05G6 B009GLS Door Opened,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,178,3,1.685,5,54,10.8,0,162.55,2
FLEX,TAM29,[00G3_K022]Program:EM0542_Foil_Transfer.ALMD_K001CTL_Guard_Open,EM0542 Foil Transfer Robot Error: Safety Guard Open,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,2106,2,0.095,5,54,10.8,0,66.04,2
3GT,TAM01,P1_30PS_ERROR,Z3  : 30PS Air pressure low,UNCLASSIFIED,45,2,4.444,4,54,13.5,100,42.22,2
3GT,TAM17,P3_SLEEVE_EMPTY,Z10 : 1000PRS Sleeve hopper is empty,ROOT_CAUSE_CANDIDATE,110,2,1.818,4,54,13.5,0,-5.68,2
3GT,TAM21,L21_P3_0510SRV.Fail_to_Move,P3_0510SRV Fail to Move,UNCLASSIFIED,26,3,11.538,4,54,13.5,0,47.15,1
3GT,TAM05,P7_NO_FOIL,Z5C : No foil         (->Check foil reel),UNCLASSIFIED,36,2,5.556,3,54,18,33.33,132.1,1.33
FLEX,TAM26,[04G3_K022]Program:UN04_Standard.ALMD_04G6_B005LEL,Z04 VAPOR ENCLOSURE LEL#1 HIGH ALARM (=04G6_B005LEL) ALM Lv3,LONG_DURATION,6,3,50,3,54,18,100,53.01,2
FLEX,TAM31,[09G3_K022]Program:UN09_Standard.ALMD_09G6_B001GLS,Z09 Guard Door Open =09G6_B001GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,32,1,3.125,3,54,18,0,68.94,3
3GT,TAM01,P0_202CL_ERR_1,Z2A : 202CL Fail to EXTEND  (Z2A-B shutter),UNCLASSIFIED,1,1,100,2,54,27,0,102.09,1
3GT,TAM01,P2_574CL_ERR_1,Z5AB: 574CL Fail To extend  (Rtrn buff out),UNCLASSIFIED,42,1,2.381,2,54,27,0,24.54,1
3GT,TAM05,P2_549PHS_OF_ER,Z5B : 549PHS stuck ON during DI Removal Cycle,UNCLASSIFIED,6,1,16.667,2,54,27,0,247.58,1
FLEX,TAM24,[00G3_K022]Program:EM0566_Cut_and_Preforation.ALMD_M003CL_Faulted,EM0566 M003CL Perf Blades Reject Cut Cylinder Faulted,UNCLASSIFIED,1,1,100,1,54,54,0,206.69,1
FLEX,TAM24,[00G3_K502]Program:EM08G4_Operator_Interface.ALMD_S501PBL_Actuated,EM08G4 S501PBL ZONE STOP PB1,STOP_ALARM_CANDIDATE|ROOT_CAUSE_CANDIDATE,160,5,3.125,8,53,6.62,0,47.95,2.38
3GT,TAM10,P3_865PHS_UKNOW,Z8  : 865PHS Carton jam (Remove carton),STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,174,4,2.299,6,53,8.83,0,61.64,2
3GT,TAM17,P1_409PRS_FAIL,Z4  : 409PRS Sensor fail,ROOT_CAUSE_CANDIDATE,110,5,4.545,6,53,8.83,50,85.86,2.33
3GT,TAM21,L21_P3_0589CL.stat.Fte,P3_0589CL Fail to Extend,UNCLASSIFIED,42,5,11.905,6,53,8.83,0,49.22,1
3GT,TAM22,L22_P3_Z05B_Alarm.Heatseal_die_Opened,Z05B : 560PRS HeatSeal die opened,LONG_DURATION,29,4,13.793,6,53,8.83,33.33,-10.35,1.33
3GT,TAM22,L22_P4_Camera3.Alarm_10,Camera3 Cognex Camera is Offline,UNCLASSIFIED,7,1,14.286,4,53,13.25,0,29.52,1
FLEX,TAM25,[00G3_K042]Program:UN09_Standard.ALMD_09_PP_RV_Estop,PP Robot Emergency Stop,STOP_ALARM_CANDIDATE|LONG_DURATION,49,1,2.041,4,53,13.25,0,17.42,2
3GT,TAM01,P2_560CL_ERR_1,"Z5B : 560CL Fail to extend  (Foil cut,pref)",CASCADE_SYMPTOM_CANDIDATE,420,2,0.476,3,53,17.67,0,69.52,1
3GT,TAM10,P7_558CL_ERR_2,Z5B : 558CL Fail to RETRACT (Foil die cut),UNCLASSIFIED,20,1,5,3,53,17.67,0,35.32,1
3GT,TAM10,P1_421PRS_FAIL,Z4  : 421PRS Sensor fail,UNCLASSIFIED,5,1,20,3,53,17.67,0,122.7,1
3GT,TAM02,P7_Foil_Break_Alarm,Z5B4 : Check for Foil Break or Jam,STOP_ALARM_CANDIDATE,16,2,12.5,2,53,26.5,0,85.62,2
3GT,TAM17,P3_606CL_ERR_1,Z6  : 606CL Fail to extend (Array xfer up/down),UNCLASSIFIED,33,2,6.061,2,53,26.5,100,99.69,2
3GT,TAM18,P3_807PHS2_MISS,Z8  : 807PHS-2 Array missing (Check jam or sensor),STOP_ALARM_CANDIDATE,60,1,1.667,2,53,26.5,0,96.07,2
3GT,TAM09,P0_12IDC_FAULT_Z2,PLC0: IDC to 210 disconnect,UNCLASSIFIED,33,1,3.03,1,53,53,100,24.47,2
FLEX,TAM31,[00G3_K502]Program:EM0600_LotControl.ALMD_EDHR_Transaction_LotComplete_Failed,EDHR Transaction Lot Complete Failed. Select retry or Abort to continue,LONG_DURATION,1,1,100,1,53,53,0,127.09,1
3GT,TAM01,P1_4221CL_ERR_1,Z4  : 422CL-1 Fail to EXTEND (FC xfer X1),UNCLASSIFIED,40,3,7.5,8,52,6.5,25,38.54,1.25
3GT,TAM05,P2_527PHS1_OF_ER,Z5B : 527PHS-1 still ON,UNCLASSIFIED,31,4,12.903,6,52,8.67,33.33,109.83,1.33
3GT,TAM21,L21_P3_0528PRS.Alarm1,Z05B : 528PRS Puck not detect,UNCLASSIFIED,36,5,13.889,6,52,8.67,83.33,115.48,1.83
3GT,TAM01,P17_Foil_WebGuide_Z05C_RunAlm_12,Z05C: Web Guide Sensor 1 - Z05C: Web moving in and out of view,CONFIRMED_RUN_ALARM_BY_NAME|NUISANCE_CHATTER_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,78092,3,0.004,5,52,10.4,20,69.56,1
3GT,TAM06,P1_314CL_ERR_1,Z3  : 314CL Fail to EXTEND  (Push to Hyd buf),UNCLASSIFIED,6,4,66.667,5,52,10.4,40,30.83,1.4
FLEX,TAM29,[04G3_K002]Program:EM0410_SendCV.ALMD_CV_Guard_Opened,EM0410 Send C/V Guard opened,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,2,1,50,5,52,10.4,0,40.22,3
FLEX,TAM27,[00G3_K042]Program:UN02_Standard.ALMD_02G6_B004GLS,Z02 Guard Door Open =02G6_B004GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,8,2,25,4,52,13,0,94.6,2.5
3GT,TAM17,P6_4013PRSFAIL1,Z4B : 4013PRS fail to be ON,LONG_DURATION,21,3,14.286,3,52,17.33,100,97.97,2
FLEX,TAM26,[00G3_K022]Program:EM0901_PP_IMM_Xfer.ALMD_IMM_Door_Open,EM0901 IMM door open,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,11,2,18.182,3,52,17.33,0,-16.48,3
FLEX,TAM28,[00G3_K022]Program:EM0556_Array_Transfer.ALMD_Chuck_Overload2,EM0556 Array Jam detect (Chuck Overload) Check B002PRS,STOP_ALARM_CANDIDATE,20,1,5,3,52,17.33,0,54.53,2
3GT,TAM06,P6_RTRN_GRD_OPN,Z4B : Return conveyor guard cover opened,DOOR_OR_GUARD|POSSIBLE_OPERATOR_ACCESS_LEGACY|STOP_ALARM_CANDIDATE,7,2,28.571,2,52,26,50,137.96,3
FLEX,TAM25,[00G3_K002]Program:EM0304_WB_Demold.ALMD_00G7_M003SV_Not_Ready,EM0304 Z02/Z03 SV Not Ready (EM00G7-M003SV),STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,1970,1,0.051,1,52,52,100,-40.96,2
3GT,TAM20,P2_RBT_GNRL_ERR,Z5A : Mitsubishi robot general error,ROOT_CAUSE_CANDIDATE,75,4,5.333,8,51,6.38,12.5,34.02,1.62
3GT,TAM21,L21_P4_0603PHS.Alarm2,Z06 : 603PHS Array missing (Check jam or sensor),STOP_ALARM_CANDIDATE,47,3,6.383,7,51,7.29,0,236.11,2
3GT,TAM20,P6_4010CL_ERR_2,Z4B : 4010CL Fail to Retract,UNCLASSIFIED,30,4,13.333,6,51,8.5,16.67,63.82,1.17
3GT,TAM05,P3_865PHS_MISS,Z8 : 865PHS Carton missing (Check jam or sensor),STOP_ALARM_CANDIDATE,70,4,5.714,5,51,10.2,0,117.78,2
