source,line,alarm_key,message,classification,alarm_occurrences,alarm_occurrences_linked_to_stop,alarm_occurrence_stop_association_pct,attributed_zone_stops,attributed_zone_stop_minutes,average_zone_stop_minutes,same_zone_pct,average_alarm_to_stop_seconds,average_confidence_score
FLEX,TAM28,[00G3_K502]Program:EM1011_Carton_Magazine.ALMD_B507PHS_OverHeight,EM1011 B507PHS Over Height,ROOT_CAUSE_CANDIDATE,96,2,2.083,5,51,10.2,0,140.49,1.2
3GT,TAM01,P0_233CL_ERR_1,Z2B : 233CL Fail to EXTEND  (Prec out U/D),UNCLASSIFIED,5,1,20,4,51,12.75,25,93.31,1.25
3GT,TAM05,P0_200CL_ERR_2,Z2A : 200CL Fail to RETRACT (FC/BC tbl ofs),CASCADE_SYMPTOM_CANDIDATE|LONG_DURATION,389,3,0.771,4,51,12.75,75,-6.38,1.75
FLEX,TAM29,[00G3_K042]Program:UN02_Standard.ALMD_02G6_B019GLS,Z02 Under Guard Door Open =02G6_B019GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,16,2,12.5,4,51,12.75,0,-10.24,3
3GT,TAM02,P3_1018PHS_MISS,Z10 : 1018PHS Empty-tray jam/sensor fail (Missing),STOP_ALARM_CANDIDATE,4,1,25,3,51,17,0,36.48,2
3GT,TAM21,L21_P1_Z02B_Alarm.Ivek_Fault,Z02B : IVEK FAULT (Monomer dosing),UNCLASSIFIED,31,2,6.452,2,51,25.5,50,-17.38,1.5
3GT,TAM07,P1_423PRS_FAIL1,Z4  : 423PRS fail to be ON,LONG_DURATION,4,1,25,1,51,51,100,92.64,2
3GT,TAM23,L23_P4_0609PHS.Alarm2,Z06 : 609PHS Sensor Fail (Missing),LONG_DURATION,3,1,33.333,1,51,51,0,1.84,1
3GT,TAM23,L23_P4_0803SRV.Over_Travel_Pos,P4_0803SRV Positive Over Travel,LONG_DURATION,17,1,5.882,1,51,51,0,59.97,1
3GT,TAM05,P0_CUE_DOOR_OPN,Z2B : Cure Enclosure door opened,DOOR_OR_GUARD|POSSIBLE_OPERATOR_ACCESS_LEGACY|STOP_ALARM_CANDIDATE,19,4,21.053,5,50,10,0,72.82,2.4
3GT,TAM06,P0_242CL_ERR_1,Z2B : 242CL Fail to EXTEND  (Preheat F/B),UNCLASSIFIED,29,2,6.897,5,50,10,40,88.2,1.4
3GT,TAM21,L21_P1_Z04A_Alarm.Hema_Err,Z04A : 10 Consecutive Detection HEMA ring,UNCLASSIFIED,21,1,4.762,5,50,10,20,159.87,1.2
FLEX,TAM29,[00G3_K022]Program:EM0564_Foil_Feed_Die_Cut.ALMD_T001SVP_Driver_Fault,EM0564 T001SVP Foil Feed  #2 Driver fault,STOP_ALARM_CANDIDATE,61,2,3.279,5,50,10,0,3.2,2
FLEX,TAM26,[00G3_K042]Program:UN05_Standard.ALMD_05G6_B010GLS,Z05 Under Guard Door Open =05G6_B010GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,2,1,50,4,50,12.5,25,49.67,3
FLEX,TAM27,[00G3_K022]Program:EM0564_Foil_Feed_Die_Cut.ALMD_Cons_CamUnderTrigger,EM0564: Consecutive Camera Under Trigger,ROOT_CAUSE_CANDIDATE,174,4,2.299,4,50,12.5,0,12.82,2
FLEX,TAM28,[04G3_K002]Program:EM0480_Elevator5.ALMD_M006CL_Faulted,EM0480 M006CL Elevator #5 Stage pusher fault,UNCLASSIFIED,7,3,42.857,4,50,12.5,0,-2.34,1
3GT,TAM18,P3_1018PHS_MISS,Z10 : 1018PHS Empty-tray jam/sensor fail (Missing),STOP_ALARM_CANDIDATE,59,3,5.085,3,50,16.67,0,35.23,2
3GT,TAM01,P0_230CL_ERR_2,Z2B : 230CL Fail to RETRACT (Prec xfer U/D),UNCLASSIFIED,26,1,3.846,2,50,25,50,65.08,1.5
3GT,TAM01,P17_Foil_WebGuide_GlobalAlm_11,Z05C: PLC17 PE303 - IE4C Slot 1 Channel 1 HighHigh Alarm,UNCLASSIFIED,39,2,5.128,2,50,25,50,137.35,1.5
3GT,TAM18,P3_607PHS2_MISS,Z6  : 607PHS-2 3 consecutive array missing,UNCLASSIFIED,2,1,50,2,50,25,0,118.92,1
FLEX,TAM28,[00G3_K042]Program:UN01_Standard.ALMD_01G6_B001GLS,Z01 Guard Door Open  =01G6+MA-B001GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,7,1,14.286,2,50,25,0,77.02,3
3GT,TAM02,P3_865PHS_MISS,Z8  : 865PHS Carton missing (Check jam or sensor),STOP_ALARM_CANDIDATE,22,1,4.545,1,50,50,0,270.24,2
3GT,TAM20,P1_415CL_ERR_2,Z4  : 415CL Fail to RETRACT (Slider@Ret in),UNCLASSIFIED,2,1,50,1,50,50,100,93.28,2
3GT,TAM21,L21_P1_Z02B_Alarm.Remove_Loc101,Z02B : Pallet remove Location[101],UNCLASSIFIED,10,1,10,1,50,50,0,271.74,1
3GT,TAM21,L21_P2_0438PRS.Alarm2,Z04B : 438PRS Sensor fail to be off,UNCLASSIFIED,72,1,1.389,1,50,50,0,-51.72,1
3GT,TAM23,L23_P4_0803SRV.Fail_to_Move,P4_0803SRV Fail to Move,UNCLASSIFIED,7,1,14.286,1,50,50,0,10.05,1
3GT,TAM21,L21_P4_0864PHS.Alarm1,Z08 : 864PHS Carton missing (Check jam or sensor),STOP_ALARM_CANDIDATE,34,2,5.882,6,49,8.17,0,134.2,2
3GT,TAM01,P6_4020PRSFAIL1,Z4B : 4020PRS fail to be ON,UNCLASSIFIED,16,4,25,5,49,9.8,0,43.03,1
3GT,TAM02,P0_20PS_ERROR,Z2A : 20PS Air pressure Low,CASCADE_SYMPTOM_CANDIDATE|LONG_DURATION,299,2,0.669,4,49,12.25,0,297.34,1
3GT,TAM05,P8_1001PRS_MISS,Z10 : Sleeve hopper is empty,UNCLASSIFIED,85,3,3.529,4,49,12.25,0,58.01,1
3GT,TAM22,L22_P4_1000PHS_01.Alarm1,Z10 : 1000PHS Carton jam (Remove carton),STOP_ALARM_CANDIDATE,40,3,7.5,4,49,12.25,0,102.71,2
3GT,TAM21,L21_P4_Z06_Warning.Miss_0607PHS_02,Z06 : Miss_0607PHS_02,WARNING|LONG_DURATION,45,3,6.667,3,49,16.33,100,145.78,2
3GT,TAM21,L21_P3_0524CL.stat.Fte,P3_0524CL Fail to Extend   !! Still pressurised with Perfect Block !!,UNCLASSIFIED,22,2,9.091,3,49,16.33,0,69.92,1
3GT,TAM22,L22_P4_0850VAC_01.stat.Fto,P4_0850VAC_01 Fail to Open,UNCLASSIFIED,22,1,4.545,3,49,16.33,0,-27.11,1
FLEX,TAM27,[00G3_K022]Program:EM0540_Heat_Seal_Infeed.ALMD_MMLS_Con_Missed_Lens,EM0540 3Concecutive Missing Lens detected,ROOT_CAUSE_CANDIDATE,118,3,2.542,3,49,16.33,0,-8.03,2
3GT,TAM20,P6_4002SRV_ERR_2,Z4B : 4002SRV Driver error,UNCLASSIFIED,10,1,10,2,49,24.5,50,2.88,1.5
3GT,TAM06,P6_4018PRSFAIL1,Z4B : 4018PRS fail to be ON,UNCLASSIFIED,5,1,20,1,49,49,100,-18.42,2
3GT,TAM22,L22_P4_Z08_Alarm.Cam3InspectNG,Z08 : Camera3 3 Consecutive Inspection failure,CASCADE_SYMPTOM_CANDIDATE,443,1,0.226,1,49,49,0,4.92,1
3GT,TAM05,P1_CMD_TL,Z3  : CMD Top Left (304CL),CASCADE_SYMPTOM_CANDIDATE,328,3,0.915,5,48,9.6,100,85.28,2
3GT,TAM07,P2_533CL_ERR_1,Z5AB: 533CL Fail to extend  (Rtrn buffer out),UNCLASSIFIED,10,1,10,4,48,12,0,74.46,1
3GT,TAM02,P2_574CL_ERR_1,Z5AB: 574CL Fail To extend  (Rtrn buff out),UNCLASSIFIED,8,1,12.5,3,48,16,33.33,87.09,1.33
3GT,TAM21,L21_P4_Z10_Warning.Labeler_low,Z10 : Label or Ribbon is near end,WARNING|LONG_DURATION,67,2,2.985,3,48,16,0,82.67,1
3GT,TAM22,L22_P4_Z10_Alarm.CW_under,Z10 : 3 consecutive under weight,UNCLASSIFIED,12,1,8.333,3,48,16,0,109.33,1
FLEX,TAM28,[00G3_K502]Program:EM0801_Stray_Conveyor.ALMD_B502PHS_OnFail,EM0801 B502PHS OnFail,ROOT_CAUSE_CANDIDATE,38,1,2.632,3,48,16,0,62.72,2
3GT,TAM01,P0_259CL_ERR_1,Z2B : 259CL Fail to EXTEND  (FC ret shuffle),LONG_DURATION,6,1,16.667,2,48,24,50,-13.87,1.5
3GT,TAM02,P1_306CL_ERR_1,Z3  : 306CL Fail to EXTEND  (Reject pan),UNCLASSIFIED,4,1,25,2,48,24,100,34.69,2
3GT,TAM05,P8_1019PHS_MISS,Z10 : 1019PHS Carton missing (Check jam or sensor),STOP_ALARM_CANDIDATE,38,1,2.632,2,48,24,0,193.71,2
3GT,TAM10,P1_301SRV_ERR_2,Z3  : 301SRV Driver error   (ALI plt xfer),UNCLASSIFIED,20,1,5,2,48,24,0,-27.65,1
3GT,TAM22,L22_LotStart_MoldMismatch.HMI01,"FC Mold ID Mismatch: Mold ID differs from stored ID when lot started, or Mold ID no read.",LONG_DURATION,8,1,12.5,2,48,24,0,58.41,1
3GT,TAM10,P6_IVK_COM_TOUT,Z4B : Communication time out with IVEK3,STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,115,1,0.87,1,48,48,100,101.63,3
FLEX,TAM24,[00G3_K042]Program:UN05_Standard.ALMD_05G6_B005GLS,Z05 Guard Door Open =05G6_B005GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE|LONG_DURATION,201,6,2.985,6,47,7.83,100,22.91,3
FLEX,TAM26,[04G3_K022]Program:UN04_Standard.ALMD_04G6_B017GLS,Z04 GUARD DOOR OPEN (=04G6_B017GLS),DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,38,5,13.158,5,47,9.4,80,52.91,3
FLEX,TAM28,[09G3_K022]Program:UN09_Standard.ALMD_09G6_B001GLS,Z09 Guard Door Open =09G6_B001GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,38,4,10.526,5,47,9.4,0,110.97,2.4
3GT,TAM05,P2_533CL_ERR_2,Z5AB : 533CL Fail to retract (Rtrn buffer out),LONG_DURATION,2,2,100,4,47,11.75,0,128.5,1
3GT,TAM21,L21_P1_0407PRS.Alarm2,Z04A : 407PRS Sensor fail to be on,UNCLASSIFIED,69,3,4.348,4,47,11.75,50,13.18,1.5
FLEX,TAM30,[00G3_K502]Program:EM0801_Stray_Conveyor.ALMD_B502PHS_OnFail,EM0801 B502PHS OnFail,ROOT_CAUSE_CANDIDATE,303,2,0.66,4,47,11.75,0,-15.33,2
3GT,TAM02,P1_SHINGLE_DET1,Z4  : FC shingle detect at 411PHS_1,UNCLASSIFIED,51,3,5.882,3,47,15.67,100,133.14,2
3GT,TAM05,P16_LaserAbnormal,Z8  : Laser is in abnormal state,UNCLASSIFIED,76,2,2.632,3,47,15.67,0,211.59,1
3GT,TAM21,L21_P4_0607PHS_05.Alarm1,Z06 : 607PHS-5 3 consecutive array missing,UNCLASSIFIED,8,1,12.5,3,47,15.67,33.33,207.7,1.33
3GT,TAM22,L22_P3_0514CL.stat.Fte,P3_0514CL Fail to Extend,UNCLASSIFIED,24,2,8.333,3,47,15.67,0,16.61,1
3GT,TAM17,P2_557CL_ERR_2,Z5B : 557CL Fail to RETRACT,ROOT_CAUSE_CANDIDATE,74,2,2.703,2,47,23.5,0,26.54,2
FLEX,TAM29,[00G3_K003]Program:EM0304_WB_Demold.ALMD_Adjacent_Door_Open,EM0304 Adjacent Door Open,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,25,1,4,1,47,47,0,119.8,3
FLEX,TAM29,[00G3_K502]Program:EM1032_Carton_Xfer_for_Folding.ALMD_T504AMP_EStop,EM1032 M504SRV E-stop condition,STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,2402,1,0.042,1,47,47,0,-11.01,2
FLEX,TAM31,[00G3_K502]Program:EM1023_Carton_Laser.ALMD_FumeExtractorAlarm,Fume Extractor Alarm,ROOT_CAUSE_CANDIDATE|LONG_DURATION,156,1,0.641,1,47,47,0,150.03,1
3GT,TAM10,P6_JAM_4024PRS,Z4B : 4009CL fail to transfer to 4024PRS,UNCLASSIFIED,12,4,33.333,6,46,7.67,66.67,101.58,1.67
FLEX,TAM30,[00G3_K022]Program:EM0504_Predose_Inlet.ALMD_ITRAY_SHING,EM0504 I-tray shingle detect,ROOT_CAUSE_CANDIDATE,557,2,0.359,5,46,9.2,0,33.34,2
FLEX,TAM29,[00G3_K042]Program:UN10_Standard.ALMD_10G6_B507GLS,Z10 Guard Door Open =10G6_B507GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,76,2,2.632,4,46,11.5,0,102.81,2.5
3GT,TAM20,P6_LONG_IPA_ER,Z4B : Tower#2 extraction time too long,UNCLASSIFIED,51,2,3.922,3,46,15.33,33.33,63.55,1.33
FLEX,TAM26,[00G3_K022]Program:EM0562_Foil_Feed_Laser_Marker.ALMD_FIFE_Not_OK,EM0562 K003CR FIFE not ready,STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,914,1,0.109,3,46,15.33,0,293.45,1
3GT,TAM01,P3_807PHS5_MISS,Z8  : 807PHS-5 Array missing (Check jam or sensor),STOP_ALARM_CANDIDATE,86,2,2.326,2,46,23,0,71.9,2
3GT,TAM07,P1_300SRV_ERR_5,Z3  : 300SRV Over drive     (Demold),UNCLASSIFIED,25,1,4,2,46,23,100,52.84,2
3GT,TAM22,L22_P3_Z05A_Warning.RBT_0502VAC_ERR,Z05A : 502VAC error,WARNING|CASCADE_SYMPTOM_CANDIDATE,192,2,1.042,2,46,23,100,109.68,2
FLEX,TAM30,[00G3_K022]Program:EM0542_Foil_Transfer.ALMD_K001CTL_Fail_to_Go,EM0542 Foil Transfer Robot Error: Fail to Go,UNCLASSIFIED,19,1,5.263,1,46,46,0,57.96,1
3GT,TAM06,P3_CMS_NOT_RDY,Z8  : Laser marker is not ready,STOP_ALARM_CANDIDATE,28,3,10.714,6,45,7.5,0,-5.12,2
3GT,TAM18,P3_865PHS_MISS,Z8  : 865PHS Carton missing (Check jam or sensor),STOP_ALARM_CANDIDATE,34,3,8.824,6,45,7.5,0,37.53,2
3GT,TAM18,P0_SHINGLE_ERR,Z2B : 210PHS Shingling pallet (Assembly),ROOT_CAUSE_CANDIDATE,94,2,2.128,6,45,7.5,16.67,155.68,1.67
3GT,TAM21,L21_P1_Z02A_Alarm.Cycle_Error,Z02A : Cycle stop incomplete error,UNCLASSIFIED,37,4,10.811,5,45,9,60,46.57,1.6
3GT,TAM21,L21_P3_Z05B_Alarm.Chuck_Error,Z05B : Foil chuck error,UNCLASSIFIED,28,4,14.286,5,45,9,40,19.17,1.4
FLEX,TAM31,[00G3_K042]Program:UN06_Standard.ALMD_06G6_B501GLS,Z06 Guard Door Open =06G6_B501GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,155,5,3.226,5,45,9,100,127.21,3
FLEX,TAM31,[00G3_K002]Program:EM0277_Cure_B.ALMD_Manually_Move_Pallet_CureExit,EM0277 Door was opened after a driver error in T001SVP.Please check in the pop-up(Manually move Pallet Cure Exit).,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,1,1,100,5,45,9,0,61.65,3
3GT,TAM22,L22_P1_Z02A_Alarm.IMM_COM_Error,Z02A : FC/BC IMM Communication Error,STOP_ALARM_CANDIDATE|LONG_DURATION,3,2,66.667,4,45,11.25,0,234.94,2
3GT,TAM02,P1_301SRV_ERR_1,Z3  : 301SRV Fail to MOVE   (ALI plt xfer),UNCLASSIFIED,9,2,22.222,3,45,15,100,63.76,2
3GT,TAM18,P0_242CL_ERR_1,Z2B : 242CL Fail to EXTEND  (Preheat F/B),UNCLASSIFIED,26,2,7.692,2,45,22.5,0,-11.21,1
3GT,TAM20,P0_Zone02B_NoMove,Z2B : Zone02B not moving...,UNCLASSIFIED,30,5,16.667,6,44,7.33,16.67,106.5,1.17
3GT,TAM22,L22_P1_Z02A_Warning.RBT_205VAC_Err,Z02A : Butterfly side B vacuum failed,WARNING,48,5,10.417,5,44,8.8,20,3.41,1.2
3GT,TAM01,SBM_A50_SRV_DOOR,Z07:  Service Door open,DOOR_OR_GUARD|POSSIBLE_OPERATOR_ACCESS_LEGACY|STOP_ALARM_CANDIDATE,13,3,23.077,4,44,11,0,40.98,2.75
FLEX,TAM25,[00G3_K002]Program:EM0285_Cooling_Walking_Beam.ALMD_T001SVP_Driver_Fault,EM0285 T001SVP Coolong Wakling Beam Sero Driver fault,STOP_ALARM_CANDIDATE,36,3,8.333,4,44,11,0,128.41,2
FLEX,TAM25,[00G3_K042]Program:UN10_Standard.ALMD_10G6_B503GLS,Z10 Guard Door Open =10G6_B503GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,58,3,5.172,4,44,11,0,120.86,2.25
FLEX,TAM31,[00G3_K502]Program:EM0801_Stray_Conveyor.ALMD_B502PHS_OnFail,EM0801 B502PHS OnFail,ROOT_CAUSE_CANDIDATE,111,1,0.901,4,44,11,0,-20.07,2
3GT,TAM22,L22_P4_0853PHS.Alarm2,Z08 : 853PHS 3 consecutive unknown carton detected,UNCLASSIFIED,57,3,5.263,3,44,14.67,0,37.19,1
FLEX,TAM24,[00G3_K002]Program:EM03G4_Operator_Interface.ALMD_S002PBL_Actuated,EM03G4 S002PBL ZONE STOP #2,STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,1045,1,0.096,3,44,14.67,0,-5.19,2
3GT,TAM01,P3_1018PHS_MISS,Z10 : 1018PHS Empty-tray jam/sensor fail (Missing),STOP_ALARM_CANDIDATE,12,1,8.333,2,44,22,0,77.33,2
3GT,TAM05,P0_23PS_ERROR,Z2B-3: 23PS Air pressure low,UNCLASSIFIED,16,1,6.25,2,44,22,50,-15.76,1.5
3GT,TAM17,P1_301CL_ERR_2,Z3  : 301CL Fail to RETRACT (Top finger R),UNCLASSIFIED,9,1,11.111,2,44,22,0,64.62,1
FLEX,TAM27,[00G3_K042]Program:UN09_Standard.ALMD_09_900GLS4_1,Z09 Guard Magnetic SW Open 900GLS4-1,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,15,2,13.333,2,44,22,0,97.66,2.5
3GT,TAM18,ST_Z07_Alarm_UDjam,Unload Door Jam,DOOR_OR_GUARD|STOP_ALARM_CANDIDATE|LONG_DURATION,12,1,8.333,1,44,44,0,183.34,2
3GT,TAM22,L22_P3_0518SRV.Over_Travel_Neg,P3_0518SRV Negative Over Travel,UNCLASSIFIED,18,1,5.556,1,44,44,0,-23.03,1
3GT,TAM05,P2_527PHS1_ON_ER,Z5B : 527PHS-1 still OFF,LONG_DURATION,29,4,13.793,6,43,7.17,0,52.23,1
3GT,TAM07,P3_619PHS_MISS,Z6  : 619PHS Array missing (Check jam or sensor),STOP_ALARM_CANDIDATE,24,2,8.333,6,43,7.17,33.33,149.71,2.33
3GT,TAM02,P6_4020PRSFAIL1,Z4B : 4020PRS fail to be ON,UNCLASSIFIED,19,2,10.526,5,43,8.6,20,143.51,1.2
3GT,TAM05,P3_CTN_JAM_ELEV,Z8 : Carton jam at carton elevator,STOP_ALARM_CANDIDATE,59,3,5.085,5,43,8.6,0,77.51,2
FLEX,TAM28,[04G3_K022]Program:UN04_Standard.ALMD_04G6_B019GLS,Z04 GUARD DOOR OPEN (=04G6_B019GLS),DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,6,1,16.667,5,43,8.6,20,116.37,2.4
3GT,TAM05,P2_Z5B_AIR_LOW,Z5B : Air pressure low,LONG_DURATION,31,1,3.226,4,43,10.75,25,89.13,1.25
3GT,TAM07,P7_ENOUGH_FOIL,Z5C : Not enough foil (->Check foil reel),ROOT_CAUSE_CANDIDATE,135,2,1.481,4,43,10.75,0,10.64,2
3GT,TAM21,L21_P4_0807PHS_01.Alarm1,Z08 : 807PHS-1 Array missing (Check jam or sensor),STOP_ALARM_CANDIDATE,28,2,7.143,4,43,10.75,0,80.52,2
3GT,TAM21,L21_P1_0301PRS.Alarm2,Z03 : 301PRS Sensor fail to be on,UNCLASSIFIED,13,2,15.385,4,43,10.75,100,124.35,2
3GT,TAM22,L22_P4_1004PHS.Alarm2,Z10 : 1004PHS Unknown carton (Remove carton),UNCLASSIFIED,18,2,11.111,4,43,10.75,0,6.15,1
FLEX,TAM28,[00G3_K022]Program:EM0510_Lens_Transfer.ALMD_EM00G7_M005SV_Not_Ready,EM0510 Zone3B/5B M005SV Air Not Ready,STOP_ALARM_CANDIDATE|LONG_DURATION,11,2,18.182,4,43,10.75,100,133.89,3
FLEX,TAM31,[00G3_K042]Program:UN02_Standard.ALMD_02G6_B020GLS,Z02 Under Guard Door Open =02G6_B020GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,40,1,2.5,4,43,10.75,0,196.3,2.25
3GT,TAM02,P2_IMM_COM_TOUT,Z5A : Communication time out with PP IMM,STOP_ALARM_CANDIDATE,23,3,13.043,3,43,14.33,0,117.54,2
3GT,TAM09,P7_ENOUGH_FOIL,Z5C : Not enough foil (->Check foil reel),ROOT_CAUSE_CANDIDATE,75,1,1.333,3,43,14.33,0,3.18,2
3GT,TAM10,RMT_CARTON_ERROR,Raw Material Tracking Error,LONG_DURATION,1,1,100,3,43,14.33,0,177.56,1
3GT,TAM18,P2_512ID_NO_READ,Z5B : 512IDR No read,UNCLASSIFIED,27,1,3.704,3,43,14.33,0,102.43,1
3GT,TAM22,L22_P1_Z02A_Alarm.RBT_Maintenance,Z02A : Mitsubishi robot maintenance mode active,UNCLASSIFIED,79,2,2.532,3,43,14.33,33.33,138.95,1.33
3GT,TAM09,P1_313PRS_FAIL,Z3  : 313PRS Sensor fail,UNCLASSIFIED,5,1,20,2,43,21.5,100,198.02,2
3GT,TAM09,P0_IMM_COM_TOUT,Z2A : Communication time out with IMM,STOP_ALARM_CANDIDATE|LONG_DURATION,2,1,50,2,43,21.5,0,-28.98,2
3GT,TAM23,L23_P5_RackJam_Entering.HMI02,Warning ! Rack Jam Entering Steriliser: Please Correct Jam and Acknowledge on the Attention screen.,STOP_ALARM_CANDIDATE|WARNING,3,2,66.667,2,43,21.5,0,117,2
3GT,TAM02,P2_527PHS1_OF_ER,Z5B : 527PHS-1 still ON,UNCLASSIFIED,54,1,1.852,1,43,43,0,95.07,1
3GT,TAM10,P8_1001BCR_MM,Z10 : 1001BCR 3 consecutive lot number mismatch,LONG_DURATION,13,1,7.692,1,43,43,0,18.24,1
3GT,TAM17,P1_518SRV_ERR_2,Z4  : 518SRV Driver error   (Stage pusher),UNCLASSIFIED,19,1,5.263,1,43,43,100,78.49,2
FLEX,TAM24,[00G3_K502]Program:EM1063_Case_Insert.ALMD_90PackPartial_Remove,EM1063 - 90 Pack has Partial Case - Remove Cartons,ROOT_CAUSE_CANDIDATE,474,2,0.422,6,42,7,0,20.84,2
3GT,TAM07,P7_CMS_NOT_RDY,Z5B : CMS Laser is not ready alarm,STOP_ALARM_CANDIDATE,63,3,4.762,5,42,8.4,20,117.44,2.2
FLEX,TAM25,[00G3_K042]Program:UN02_Standard.ALMD_02G6_B003GLS,Z02 Guard Door Open =02G6_B003GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,131,5,3.817,5,42,8.4,100,75.92,3
FLEX,TAM27,[00G3_K042]Program:UN02_Standard.ALMD_02G6_B005GLS,Z02 Guard Door Open =02G6_B005GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,12,3,25,5,42,8.4,40,173.44,2.4
3GT,TAM01,P1_400SRV_ERR_2,Z4  : 400SRV Driver error   (Hyd buf load),UNCLASSIFIED,5,1,20,4,42,10.5,25,12.42,1.25
3GT,TAM21,L21_P1_0451PRS.Alarm2,Z04A : 451PRS Sensor fail to be on,UNCLASSIFIED,14,2,14.286,4,42,10.5,25,158.82,1.25
3GT,TAM22,L22_P3_PSS01_0500GLS_04.Alarm,Guard SW(Z5A) Feedback Error(0500GLS_04),DOOR_OR_GUARD|GUARD_SYSTEM_FAULT,1,1,100,4,42,10.5,25,77.19,1.25
3GT,TAM01,P3_850BCR_NREAD,Z8  : 850BCR No read failure,CASCADE_SYMPTOM_CANDIDATE,170,3,1.765,3,42,14,0,27.73,1
3GT,TAM02,P1_400_1MIS_ERR,Z4  : 3 Consective Detection 400ID1 Data Mismatch,UNCLASSIFIED,76,3,3.947,3,42,14,66.67,187.38,1.67
3GT,TAM21,L21_P1_Z02B_Warning.ShingleCurve,Z02B : Shingle curve detected,WARNING|CASCADE_SYMPTOM_CANDIDATE,4736,3,0.063,3,42,14,0,8.89,1
3GT,TAM22,L22_P4_ReworkLastCase.HMI02,Rework last case: Are you sure about inspection result is Good ?,UNCLASSIFIED,88,1,1.136,3,42,14,0,38.41,1
3GT,TAM21,L21_P3_Z05B_Warning.Array_Reject,Z05B : Array Reject Selected,WARNING,31,1,3.226,2,42,21,50,53.22,1.5
3GT,TAM23,L23_P4_Z06_Warning.Miss_0607PHS_05,Z06 : Miss_0607PHS_05,WARNING|CASCADE_SYMPTOM_CANDIDATE,147,2,1.361,2,42,21,100,71.77,2
FLEX,TAM27,[00G3_K042]Program:UN05_Standard.ALMD_05G6_B003GLS_LCK,Z05 Guard Switch Lock Solenoid Feedback Error =05BG6_B003GLS,DOOR_OR_GUARD|GUARD_SYSTEM_FAULT,43,2,4.651,2,42,21,0,89.49,1
3GT,TAM09,P0_Z2_216SRV_GrdOpen,Z02B: 216SRV Guard Open,DOOR_OR_GUARD|POSSIBLE_OPERATOR_ACCESS_LEGACY|STOP_ALARM_CANDIDATE|NUISANCE_CHATTER_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,248,1,0.403,1,42,42,100,119.77,2
3GT,TAM21,L21_P1_Z02B_Alarm.Cycle_Error,Z02B : Cycle stop incomplete error,UNCLASSIFIED,1,1,100,1,42,42,100,-47.75,2
FLEX,TAM24,[00G3_K042]Program:UN09_Standard.ALMD_09_900GLS1_1,Z09 Guard Magnetic SW Open 900GLS1-1,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,16,1,6.25,1,42,42,0,136.15,2
FLEX,TAM31,[00G3_K042]Program:UN08_Standard.ALMD_08G6_B504GLS,Z08 Under Guard Door Open =08G6_B504GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,2,1,50,1,42,42,0,84.22,3
FLEX,TAM25,[00G3_K042]Program:UN09_Standard.ALMD_09_900GLS1_1,Z09 Guard Magnetic SW Open 900GLS1-1,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,23,4,17.391,6,41,6.83,0,61.34,3
